effective_date,ticker
2004-12-30,A
2004-12-30,AABA
2004-12-30,AAPL
2004-12-30,ABC
2004-12-30,ABI
2004-12-30,ABKFQ
2004-12-30,ABS
2004-12-30,ABT
2004-12-30,ACS
2004-12-30,ACV
2004-12-30,ADBE
2004-12-30,ADCT
2004-12-30,ADI
2004-12-30,ADM
2004-12-30,ADP
2004-12-30,ADSK
2004-12-30,AEE
2004-12-30,AEP
2004-12-30,AES
2004-12-30,AET
2004-12-30,AFL
2004-12-30,AGN
2004-12-30,AIG
2004-12-30,AIV
2004-12-30,ALL
2004-12-30,ALTR
2004-12-30,AMAT
2004-12-30,AMCC
2004-12-30,AMD
2004-12-30,AMGN
2004-12-30,AN
2004-12-30,ANDW
2004-12-30,ANTM
2004-12-30,AON
2004-12-30,APA
2004-12-30,APC
2004-12-30,APCC
2004-12-30,APD
2004-12-30,APOL
2004-12-30,ARNC
2004-12-30,ASH
2004-12-30,ASN
2004-12-30,ASO
2004-12-30,AT
2004-12-30,ATI
2004-12-30,AV
2004-12-30,AVP
2004-12-30,AVY
2004-12-30,AW
2004-12-30,AXP
2004-12-30,AYE
2004-12-30,AZO
2004-12-30,BA
2004-12-30,BAC
2004-12-30,BAX
2004-12-30,BBBY
2004-12-30,BBT
2004-12-30,BBY
2004-12-30,BC
2004-12-30,BCR
2004-12-30,BDK
2004-12-30,BDX
2004-12-30,BEAM
2004-12-30,BEN
2004-12-30,BF.B
2004-12-30,BHGE
2004-12-30,BIG
2004-12-30,BIIB
2004-12-30,BJS
2004-12-30,BK
2004-12-30,BLL
2004-12-30,BLS
2004-12-30,BMC
2004-12-30,BMET
2004-12-30,BMS
2004-12-30,BMY
2004-12-30,BNI
2004-12-30,BOL
2004-12-30,BR
2004-12-30,BRCM
2004-12-30,BSC
2004-12-30,BSX
2004-12-30,BUD
2004-12-30,C
2004-12-30,CA
2004-12-30,CAG
2004-12-30,CAH
2004-12-30,CAR
2004-12-30,CAT
2004-12-30,CB
2004-12-30,CBE
2004-12-30,CBS
2004-12-30,CBSS
2004-12-30,CCE
2004-12-30,CCL
2004-12-30,CCTYQ
2004-12-30,CCU
2004-12-30,CEG
2004-12-30,CFC
2004-12-30,CHIR
2004-12-30,CI
2004-12-30,CIEN
2004-12-30,CIN
2004-12-30,CINF
2004-12-30,CITGQ
2004-12-30,CL
2004-12-30,CLX
2004-12-30,CMA
2004-12-30,CMCSA
2004-12-30,CMI
2004-12-30,CMS
2004-12-30,CMVT
2004-12-30,CMX
2004-12-30,CNP
2004-12-30,COF
2004-12-30,COL
2004-12-30,COP
2004-12-30,COST
2004-12-30,CPB
2004-12-30,CPNLQ
2004-12-30,CPWR
2004-12-30,CSCO
2004-12-30,CSX
2004-12-30,CTAS
2004-12-30,CTB
2004-12-30,CTL
2004-12-30,CTX
2004-12-30,CTXS
2004-12-30,CVG
2004-12-30,CVS
2004-12-30,CVX
2004-12-30,D
2004-12-30,DALRQ
2004-12-30,DCNAQ
2004-12-30,DD
2004-12-30,DDS
2004-12-30,DE
2004-12-30,DELL
2004-12-30,DG
2004-12-30,DGX
2004-12-30,DHR
2004-12-30,DIS
2004-12-30,DJ
2004-12-30,DOV
2004-12-30,DOW
2004-12-30,DPHIQ
2004-12-30,DRI
2004-12-30,DTE
2004-12-30,DUK
2004-12-30,DVN
2004-12-30,DXC
2004-12-30,DYN
2004-12-30,EA
2004-12-30,EBAY
2004-12-30,EC
2004-12-30,ECL
2004-12-30,ED
2004-12-30,EDS
2004-12-30,EFX
2004-12-30,EIX
2004-12-30,EKDKQ
2004-12-30,EMC
2004-12-30,EMN
2004-12-30,EMR
2004-12-30,EOG
2004-12-30,EOP
2004-12-30,EP
2004-12-30,EQR
2004-12-30,ESRX
2004-12-30,ETFC
2004-12-30,ETN
2004-12-30,ETR
2004-12-30,EXC
2004-12-30,F
2004-12-30,FCX
2004-12-30,FDC
2004-12-30,FDO
2004-12-30,FDX
2004-12-30,FE
2004-12-30,FHN
2004-12-30,FII
2004-12-30,FISV
2004-12-30,FITB
2004-12-30,FLR
2004-12-30,FMCC
2004-12-30,FNMA
2004-12-30,FOXA
2004-12-30,FRX
2004-12-30,FSH
2004-12-30,FSL
2004-12-30,FTR
2004-12-30,G
2004-12-30,GAS
2004-12-30,GD
2004-12-30,GDT
2004-12-30,GDW
2004-12-30,GE
2004-12-30,GENZ
2004-12-30,GILD
2004-12-30,GIS
2004-12-30,GLK
2004-12-30,GLW
2004-12-30,GP
2004-12-30,GPC
2004-12-30,GPS
2004-12-30,GR
2004-12-30,GS
2004-12-30,GT
2004-12-30,GTW
2004-12-30,GWW
2004-12-30,HAL
2004-12-30,HAS
2004-12-30,HBAN
2004-12-30,HCA
2004-12-30,HCR
2004-12-30,HD
2004-12-30,HES
2004-12-30,HET
2004-12-30,HIG
2004-12-30,HLT
2004-12-30,HMA
2004-12-30,HNZ
2004-12-30,HOG
2004-12-30,HON
2004-12-30,HOT
2004-12-30,HPC
2004-12-30,HPQ
2004-12-30,HRB
2004-12-30,HSH
2004-12-30,HSP
2004-12-30,HSY
2004-12-30,HUM
2004-12-30,IBM
2004-12-30,IFF
2004-12-30,IGT
2004-12-30,INTC
2004-12-30,INTU
2004-12-30,IP
2004-12-30,IPG
2004-12-30,IR
2004-12-30,ITT
2004-12-30,ITW
2004-12-30,JAVA
2004-12-30,JBL
2004-12-30,JCI
2004-12-30,JCP
2004-12-30,JNJ
2004-12-30,JNS
2004-12-30,JNY
2004-12-30,JP
2004-12-30,JPM
2004-12-30,JWN
2004-12-30,K
2004-12-30,KATE
2004-12-30,KBH
2004-12-30,KEY
2004-12-30,KG
2004-12-30,KLAC
2004-12-30,KMB
2004-12-30,KMG
2004-12-30,KMI
2004-12-30,KO
2004-12-30,KR
2004-12-30,KRB
2004-12-30,KRI
2004-12-30,KSE
2004-12-30,KSS
2004-12-30,L
2004-12-30,LB
2004-12-30,LEG
2004-12-30,LEHMQ
2004-12-30,LH
2004-12-30,LLL
2004-12-30,LLTC
2004-12-30,LLY
2004-12-30,LMT
2004-12-30,LNC
2004-12-30,LOW
2004-12-30,LPX
2004-12-30,LSI
2004-12-30,LU
2004-12-30,LUV
2004-12-30,LXK
2004-12-30,M
2004-12-30,MAR
2004-12-30,MAS
2004-12-30,MAT
2004-12-30,MAY
2004-12-30,MBI
2004-12-30,MCD
2004-12-30,MCK
2004-12-30,MCO
2004-12-30,MDP
2004-12-30,MDT
2004-12-30,MEDI
2004-12-30,MEL
2004-12-30,MER
2004-12-30,MERQ
2004-12-30,MET
2004-12-30,MHS
2004-12-30,MI
2004-12-30,MIL
2004-12-30,MKC
2004-12-30,MMC
2004-12-30,MMM
2004-12-30,MO
2004-12-30,MOLX
2004-12-30,MON
2004-12-30,MRK
2004-12-30,MRO
2004-12-30,MS
2004-12-30,MSFT
2004-12-30,MSI
2004-12-30,MTB
2004-12-30,MTG
2004-12-30,MTLQQ
2004-12-30,MU
2004-12-30,MWV
2004-12-30,MWW
2004-12-30,MXIM
2004-12-30,MYG
2004-12-30,MYL
2004-12-30,NAV
2004-12-30,NBR
2004-12-30,NCC
2004-12-30,NCR
2004-12-30,NE
2004-12-30,NEE
2004-12-30,NEM
2004-12-30,NFB
2004-12-30,NI
2004-12-30,NKE
2004-12-30,NOC
2004-12-30,NOVL
2004-12-30,NSC
2004-12-30,NSM
2004-12-30,NTAP
2004-12-30,NTRS
2004-12-30,NUE
2004-12-30,NVDA
2004-12-30,NVLS
2004-12-30,NWL
2004-12-30,NXTL
2004-12-30,NYT
2004-12-30,ODP
2004-12-30,OMC
2004-12-30,OMX
2004-12-30,ORCL
2004-12-30,OXY
2004-12-30,PAYX
2004-12-30,PBG
2004-12-30,PBI
2004-12-30,PCAR
2004-12-30,PCG
2004-12-30,PCL
2004-12-30,PD
2004-12-30,PEG
2004-12-30,PEP
2004-12-30,PFE
2004-12-30,PFG
2004-12-30,PG
2004-12-30,PGL
2004-12-30,PGN
2004-12-30,PGR
2004-12-30,PH
2004-12-30,PHM
2004-12-30,PKI
2004-12-30,PLD
2004-12-30,PLL
2004-12-30,PMCS
2004-12-30,PNC
2004-12-30,PNW
2004-12-30,PPG
2004-12-30,PPL
2004-12-30,PRU
2004-12-30,PTC
2004-12-30,PTV
2004-12-30,PVN
2004-12-30,PWER
2004-12-30,PX
2004-12-30,Q
2004-12-30,QCOM
2004-12-30,QLGC
2004-12-30,R
2004-12-30,RAI
2004-12-30,RBK
2004-12-30,RDC
2004-12-30,RF
2004-12-30,RHI
2004-12-30,RIG
2004-12-30,ROH
2004-12-30,ROK
2004-12-30,RRD
2004-12-30,RSHCQ
2004-12-30,RTN
2004-12-30,RX
2004-12-30,S
2004-12-30,SAF
2004-12-30,SANM
2004-12-30,SBL
2004-12-30,SBUX
2004-12-30,SCHW
2004-12-30,SDS
2004-12-30,SEBL
2004-12-30,SEE
2004-12-30,SFA
2004-12-30,SGP
2004-12-30,SHW
2004-12-30,SIAL
2004-12-30,SLB
2004-12-30,SLM
2004-12-30,SLR
2004-12-30,SNA
2004-12-30,SNV
2004-12-30,SO
2004-12-30,SOV
2004-12-30,SPG
2004-12-30,SPGI
2004-12-30,SPLS
2004-12-30,SRE
2004-12-30,STI
2004-12-30,STJ
2004-12-30,STT
2004-12-30,SUN
2004-12-30,SVU
2004-12-30,SWK
2004-12-30,SWY
2004-12-30,SYK
2004-12-30,SYMC
2004-12-30,SYY
2004-12-30,T
2004-12-30,TAP
2004-12-30,TE
2004-12-30,TEK
2004-12-30,TER
2004-12-30,TGNA
2004-12-30,TGT
2004-12-30,THC
2004-12-30,TIF
2004-12-30,TIN
2004-12-30,TJX
2004-12-30,TLAB
2004-12-30,TMK
2004-12-30,TMO
2004-12-30,TOY
2004-12-30,TPR
2004-12-30,TRB
2004-12-30,TROW
2004-12-30,TRV
2004-12-30,TSG
2004-12-30,TT
2004-12-30,TWX
2004-12-30,TXN
2004-12-30,TXT
2004-12-30,TXU
2004-12-30,UCL
2004-12-30,UIS
2004-12-30,UNH
2004-12-30,UNM
2004-12-30,UNP
2004-12-30,UPS
2004-12-30,USB
2004-12-30,UST
2004-12-30,UTX
2004-12-30,UVN
2004-12-30,VFC
2004-12-30,VIAV
2004-12-30,VLO
2004-12-30,VMC
2004-12-30,VRTS
2004-12-30,VSTNQ
2004-12-30,VZ
2004-12-30,WAMUQ
2004-12-30,WAT
2004-12-30,WB
2004-12-30,WBA
2004-12-30,WEN
2004-12-30,WFC
2004-12-30,WHR
2004-12-30,WM
2004-12-30,WMB
2004-12-30,WMT
2004-12-30,WWY
2004-12-30,WY
2004-12-30,WYE
2004-12-30,X
2004-12-30,XEL
2004-12-30,XL
2004-12-30,XLNX
2004-12-30,XOM
2004-12-30,XRX
2004-12-30,XTO
2004-12-30,YUM
2004-12-30,ZBH
2004-12-30,ZION
